id,artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,song_popularity,artist_popularity,genres,year
3ZtiIp8iTVohALZR4Uq8Jt,Dr. Dog,Broken Heart,0.0232,0.425,0.925,0.0025,0.28,-5.747,0.069,92.487,0.516,7,1,33,63,"chamber_pop, indie_rock, modern_folk_rock, modern_rock, philly_indie, pov:_indie, stomp_and_holler",2013
3vzS1rOvhKNueWIatEoJ4J,Dr. Dog,Distant Light,0.23,0.51,0.771,0.0839,0.371,-5.935,0.0325,84.387,0.816,5,1,33,63,"chamber_pop, indie_rock, modern_folk_rock, modern_rock, philly_indie, pov:_indie, stomp_and_holler",2013
1qLTfUsLdSutceiBi8XN85,Dr. Dog,Long Way Down,0.0905,0.285,0.633,0.826,0.132,-6.584,0.0315,170.555,0.247,2,1,28,63,"chamber_pop, indie_rock, modern_folk_rock, modern_rock, philly_indie, pov:_indie, stomp_and_holler",2013
5NcJlK24Xt5JOBdoNEVYF8,Amanda Shires,Bulletproof,0.0403,0.484,0.609,0.03,0.121,-10.151,0.0462,90.828,0.505,9,0,17,53,"alternative_country, folk, new_americana",2013
6RvURmbq1kQptzJX5VlHvJ,Houndmouth,"Come On, Illinois",0.00479,0.452,0.528,1.67e-05,0.11,-6.099,0.0269,81.443,0.196,8,1,0,59,"indie_folk, modern_folk_rock, new_americana, stomp_and_holler",2013
2st24VONuY9hqiGAPkhyua,Bombino,Tamiditine,0.811,0.54,0.359,0.907,0.0878,-12.122,0.0337,113.376,0.2,2,1,46,40,"afropop, desert_blues, musique_nigerienne, tuareg_guitar, world",2013
3v6NuKeDbFbaq1lNjw3XtR,Andrew Bird,Pulaski at Night,0.67,0.446,0.643,0.000818,0.0951,-7.925,0.0561,99.608,0.531,7,1,54,57,"baroque_pop, chamber_pop, chicago_indie, indie_rock, melancholia, stomp_and_holler",2013
38paDDziQ57k1f4VfKTeGk,Billy Bragg,California Stars,0.422,0.622,0.736,1.18e-05,0.0829,-9.229,0.0292,110.24,0.723,9,1,59,53,"anti-folk, folk_punk, permanent_wave, singer-songwriter, uk_americana",1998
3KadMrg9gzgd3O9EjIwr6P,Pete Yorn,Strange Condition,0.0979,0.523,0.833,0.00178,0.129,-6.146,0.0405,119.756,0.883,7,1,0,45,"new_jersey_indie, oth_indie",2001
3h5SvTc65sypKVekwRxlYg,White Hex,Holiday,3.16e-06,0.436,0.709,0.739,0.36,-5.397,0.0318,140.007,0.141,7,1,0,7,dark_post-punk,2012
05J5ZjjuCxBeRpCsWuCSrC,Cookies,July Seventeen,0.0354,0.757,0.506,0.00463,0.272,-7.348,0.0435,100.056,0.607,5,0,12,10,brooklyn_indie,2014
537yoyOtTPCX4I62hpL3zs,Cookies,Crybaby (A),0.155,0.662,0.814,0.000579,0.369,-5.854,0.0681,100.051,0.864,8,1,8,10,brooklyn_indie,2014
3Dx0JNqZtsqzNvAdztx09V,Cookies,Spill of Sugar,0.165,0.574,0.55,0.00562,0.378,-11.301,0.05,131.912,0.227,10,1,3,10,brooklyn_indie,2014
1sDqVB0rJrfkeAfBP9Y2wR,Cookies,Introduction,0.194,0.356,0.863,0.316,0.898,-8.023,0.281,88.322,0.572,5,0,2,10,brooklyn_indie,2014
7oxKl7ebgekunlwhXagHDJ,Cookies,Music for Touching,0.203,0.736,0.398,0.0017,0.226,-4.942,0.0345,72.016,0.619,0,1,11,10,brooklyn_indie,2014
05txUVS40sxo3exRorusQB,Cookies,Human Problems,0.049,0.78,0.695,0.0254,0.177,-6.976,0.0684,123.99,0.763,2,1,2,10,brooklyn_indie,2014
5Mw0080GjvvGpIIv0RSwkI,Cookies,Katharine,0.0305,0.707,0.885,0.119,0.388,-7.459,0.0353,99.981,0.822,11,0,3,10,brooklyn_indie,2014
7CnqhMvqUQaWSWGMvLJDR6,Cookies,The Dream,0.0704,0.785,0.511,0.498,0.0765,-11.575,0.0568,120.013,0.272,0,1,2,10,brooklyn_indie,2014
08a6PhXyXeN3lv1DCKW9qY,Spoon,Do You,0.0756,0.674,0.936,0.000748,0.192,-2.166,0.0271,128.083,0.948,4,1,53,59,"alternative_rock, austindie, indie_rock, modern_rock",2014
7qCZgvV98j6RjUULW1s1it,Spoon,Inside Out,0.459,0.621,0.62,0.162,0.0771,-4.721,0.0293,176.016,0.515,0,1,59,59,"alternative_rock, austindie, indie_rock, modern_rock",2014
7duqosiNKCopVlwpVZs1Kk,Spoon,Outlier,2.07e-05,0.566,0.986,0.199,0.253,-2.871,0.0386,110.972,0.844,0,1,29,59,"alternative_rock, austindie, indie_rock, modern_rock",2014
52jCt6iAEPOzE8ZIjtdZVj,Silk Rhodes,Pains,0.01,0.449,0.416,0.122,0.0778,-5.571,0.0608,140.804,0.103,0,1,0,35,unknown,2014
19V67jrPI3SBy4dVksrsoH,Silk Rhodes,Realtime,0.092,0.893,0.653,2.8e-05,0.0696,-4.043,0.0412,95.408,0.57,11,1,0,35,unknown,2014
4jB5lG993o2JnGDOrqramH,Benjamin Booker,Have You Seen My Son?,8.21e-05,0.228,0.972,0.000752,0.109,-6.764,0.0881,161.013,0.354,2,1,0,36,"modern_blues, modern_blues_rock",2014
0fmsS6mNtTTKjsBTXoh0KN,Benjamin Booker,Violent Shiver,0.0226,0.249,0.97,0.13,0.0701,-5.879,0.121,165.059,0.26,1,1,0,36,"modern_blues, modern_blues_rock",2014
3NBHQusmV8q8iWn7Q3lXzY,Benjamin Booker,Always Waiting,0.00143,0.343,0.977,0.000176,0.215,-6.3,0.0553,108.842,0.678,9,1,0,36,"modern_blues, modern_blues_rock",2014
07KMQNsSXfWJjOzFzwNWoE,Hundred Waters,Show Me Love,0.879,0.626,0.31,0.0,0.643,-15.987,0.161,60.285,0.225,11,1,45,43,"gainesville_indie, indie_psych-pop",2014
2kD2li0Gfjqh26jYNz6Z6p,Phosphorescent,Song For Zula,0.731,0.478,0.619,0.496,0.0518,-8.216,0.0376,86.005,0.5,4,1,0,50,"alternative_americana, chamber_pop, indie_folk, indie_rock, stomp_and_holler, swedish_americana",2013
0SeMmdPt7Ksu1fIAgnPIOG,M83,Raconte-Moi Une Histoire,0.0522,0.551,0.696,0.0548,0.377,-7.252,0.0356,90.573,0.277,10,1,40,71,"french_shoegaze, french_synthpop, indietronica, metropopolis, neo-synthpop",2011
1DDEOszvliLLv80PQzGF69,Phantogram,Mouthful of Diamonds,0.138,0.613,0.815,0.821,0.113,-4.541,0.0295,99.983,0.219,0,1,0,67,"indietronica, metropopolis, neo-synthpop",2009
2cmRpmO04TLaKPzmAzySYZ,LCD Soundsystem,Dance Yrself Clean,0.00557,0.739,0.611,0.725,0.04,-9.829,0.0622,98.004,0.794,11,1,62,59,"alternative_dance, alternative_rock, art_pop, dance_rock, dance-punk, electronic_rock, electronica, indie_rock, indietronica, neo-synthpop, new_rave",2010
2073QOEC8rBtSyTsRyaWiP,LCD Soundsystem,I Can Change,0.00215,0.644,0.73,0.00178,0.233,-6.565,0.0287,116.981,0.695,1,1,59,59,"alternative_dance, alternative_rock, art_pop, dance_rock, dance-punk, electronic_rock, electronica, indie_rock, indietronica, neo-synthpop, new_rave",2010
7LzXkfxJxAtrIab9d8bXHS,Andrew Bird,Desperation Breeds…,0.625,0.509,0.491,0.377,0.234,-8.916,0.0456,153.6,0.315,0,1,5,57,"baroque_pop, chamber_pop, chicago_indie, indie_rock, melancholia, stomp_and_holler",2012
4odcogUbUEVSiKLUGGw4SI,Beach House,Wild,0.00518,0.446,0.838,0.00214,0.126,-5.259,0.0357,94.66,0.222,2,1,0,74,"art_pop, baltimore_indie, dream_pop, dreamo, indie_pop, indie_rock, indietronica, modern_dream_pop",2012
4lO8fTv9bhcigyOhb1LmYJ,Air,Le soleil est près de moi,0.667,0.19,0.186,0.932,0.0715,-18.907,0.0274,68.054,0.0628,4,0,0,61,"ambient_pop, downtempo, electronica, indietronica, trip_hop",2017
6tEaLXZlN8b71vWV1SSsRf,Air,La femme d'argent,0.434,0.517,0.737,0.684,0.392,-8.189,0.0352,79.82,0.558,6,0,50,61,"ambient_pop, downtempo, electronica, indietronica, trip_hop",1998
0qSkffeyk2FEIumqDgsYP1,Air,Playground Love (with Gordon Tracks),0.249,0.353,0.422,0.852,0.301,-10.538,0.0277,142.912,0.135,7,0,0,61,"ambient_pop, downtempo, electronica, indietronica, trip_hop",2000
0RFduQOfkrP1jhoV0m8US2,Air,Surfing on a Rocket,0.00076,0.505,0.755,0.0725,0.348,-7.568,0.0315,157.993,0.532,8,1,49,61,"ambient_pop, downtempo, electronica, indietronica, trip_hop",2004
0swtEAC2p8JBiMMryK8Jdh,Groove Armada,At the River,0.0238,0.698,0.504,0.59,0.191,-8.496,0.0276,136.015,0.452,8,1,38,58,"big_beat, electronica, nu_skool_breaks, trip_hop",1999
6ISgf39hqL5wImQpRrLcCr,Grizzly Bear,While You Wait For The Others,0.527,0.551,0.463,0.00145,0.101,-7.642,0.0387,80.44,0.328,6,0,11,56,"alternative_rock, art_pop, baroque_pop, brooklyn_indie, indie_rock, neo-synthpop, new_weird_america",2009
4BhguhtflQjKNarSrGyXqR,POLIÇA,Dark Star,0.045,0.766,0.741,0.434,0.103,-6.688,0.0358,110.01,0.719,11,0,13,48,"indietronica, metropopolis",2012
0lnBU6WuTCkQGiQLOa6rZ4,Miike Snow,Paddling Out,0.0095,0.599,0.818,0.00571,0.297,-3.652,0.0394,128.159,0.366,10,0,20,56,"alternative_dance, electropop, indietronica, neo-synthpop, swedish_electropop, swedish_indie_pop, swedish_synthpop",2012
2KjJhGtseXQBI5Cg6ZZdc9,Yelle,Ce jeu,0.0725,0.881,0.666,0.0,0.0998,-5.724,0.0381,108.325,0.711,6,1,41,45,"alternative_dance, electro-pop_francais, electroclash, electropop, filter_house, neo-synthpop, new_rave",2007
22pRMqUFwFAyuwX8qxSvXf,Santigold,Radio,0.105,0.633,0.811,0.000663,0.0642,-5.026,0.159,92.033,0.601,11,1,32,59,"alternative_dance, art_pop, indietronica, neo-synthpop",2015
3AXoBagRfCVOLokemf3xNu,Santigold,The Keepers,0.0134,0.719,0.844,0.00356,0.118,-6.274,0.0638,120.018,0.651,8,1,35,59,"alternative_dance, art_pop, indietronica, neo-synthpop",2012
6RsWqX8zABZLhZydXxEFOm,The Weeknd,Can't Feel My Face,0.124,0.702,0.77,0.0,0.103,-5.416,0.0482,107.951,0.593,9,0,0,97,"canadian_contemporary_r&b, canadian_pop, pop",2015
6Ur2L9zwFT2H2oa5Mnafcs,Sisyphus,Rhythm of Devotion,0.00978,0.706,0.643,0.00955,0.103,-9.357,0.0859,160.026,0.778,2,0,0,24,unknown,2014
65Ret6lVxyaLziTteSwnva,Sisyphus,Take Me,0.747,0.67,0.461,0.921,0.0866,-13.366,0.0371,110.053,0.0787,4,0,0,24,unknown,2014
5Xy5yOIvyC1n70i7N4k86x,Kid Francescoli,Blow Up,0.571,0.693,0.406,0.782,0.115,-8.154,0.0524,104.987,0.571,9,1,0,60,"french_indie_pop, french_indietronica",2014
0AWZRlmdLQ0OBU6WTTYSZE,Tanlines,All Of Me,4.06e-05,0.683,0.698,0.000113,0.058,-6.255,0.0395,125.999,0.946,9,1,0,31,"balearic, brooklyn_indie, chillwave, shimmer_pop",2012
6PAsPH78qphvXK5PJgf1EX,TV On The Radio,Careful You,0.00642,0.598,0.842,0.00138,0.0732,-5.715,0.035,160.028,0.404,8,1,0,56,"alternative_dance, alternative_rock, brooklyn_indie, chamber_pop, indie_rock, indietronica, modern_rock, neo-synthpop",2014
636kgr0xP3eggGuDUbuXWq,TV On The Radio,Right Now,0.00277,0.563,0.832,1.52e-05,0.164,-4.541,0.0394,119.999,0.766,10,1,0,56,"alternative_dance, alternative_rock, brooklyn_indie, chamber_pop, indie_rock, indietronica, modern_rock, neo-synthpop",2014
0m0FnOF9qvdzq8GmMyrg4a,TV On The Radio,Test Pilot,0.0393,0.53,0.867,0.00505,0.338,-6.788,0.0514,159.939,0.491,0,1,0,56,"alternative_dance, alternative_rock, brooklyn_indie, chamber_pop, indie_rock, indietronica, modern_rock, neo-synthpop",2014
7ztMf6QJ70WQyCV9QtQfjn,TV On The Radio,Winter,0.0371,0.435,0.934,0.00445,0.388,-4.53,0.0672,130.014,0.384,10,1,0,56,"alternative_dance, alternative_rock, brooklyn_indie, chamber_pop, indie_rock, indietronica, modern_rock, neo-synthpop",2014
6vkmPY29nHhybgA8S8AyGb,James Blake,Points,0.92,0.279,0.227,0.275,0.16,-17.144,0.0501,84.934,0.0891,11,0,0,67,"art_pop, electronica, indie_soul, indietronica, neo_soul, uk_alternative_pop",2016
1qSmZMnXINN0T9pXBrbOnk,James Blake,Waves Know Shores,0.906,0.142,0.146,0.169,0.131,-17.491,0.0436,65.498,0.063,10,1,0,67,"art_pop, electronica, indie_soul, indietronica, neo_soul, uk_alternative_pop",2016
2rA36OZNb3LkvqcNro1ugK,Radiohead,Separator,0.0395,0.693,0.776,0.737,0.0884,-9.804,0.056,113.808,0.659,3,1,0,80,"alternative_rock, art_rock, melancholia, oxford_indie, permanent_wave, rock",2011
2Ud3deeqLAG988pfW0Kwcl,LCD Soundsystem,All My Friends,0.148,0.701,0.788,0.625,0.0977,-5.611,0.0425,142.584,0.795,2,1,59,59,"alternative_dance, alternative_rock, art_pop, dance_rock, dance-punk, electronic_rock, electronica, indie_rock, indietronica, neo-synthpop, new_rave",2007
2VGDntFPvgvqSiUf9ITEfW,LCD Soundsystem,Someone Great,0.0418,0.722,0.894,0.00374,0.11,-5.903,0.0325,113.003,0.396,7,1,56,59,"alternative_dance, alternative_rock, art_pop, dance_rock, dance-punk, electronic_rock, electronica, indie_rock, indietronica, neo-synthpop, new_rave",2007
73mlvsfJM2qwlDUJxeaatI,LCD Soundsystem,Daft Punk Is Playing At My House,0.0222,0.92,0.914,7.62e-05,0.114,-4.555,0.0444,135.923,0.974,7,1,60,59,"alternative_dance, alternative_rock, art_pop, dance_rock, dance-punk, electronic_rock, electronica, indie_rock, indietronica, neo-synthpop, new_rave",2005
5RrWu7ddslbnrRImeW7LOs,Hot Chip,The Warning,0.0941,0.728,0.612,0.188,0.399,-10.106,0.0499,130.016,0.437,7,1,43,55,"alternative_dance, dance_rock, electronica, indie_rock, indietronica, neo-synthpop, new_rave",2006
07sTi2CXzJPcgoXjxutzbu,Hot Chip,Huarache Lights,0.0962,0.715,0.629,0.0325,0.0845,-7.157,0.0337,113.51,0.381,2,1,0,55,"alternative_dance, dance_rock, electronica, indie_rock, indietronica, neo-synthpop, new_rave",2015
5otTNT4RocRI1BPhIEngkb,Brightblack Morning Light,Everybody Daylight,0.561,0.492,0.347,0.394,0.15,-11.65,0.0335,126.187,0.134,5,0,0,25,"bay_area_indie, canadian_indigenous, new_weird_america",2006
1EALzILzmIPtRIvYyo6Lwm,Car Seat Headrest,Fill in the Blank,0.00736,0.339,0.829,1.26e-05,0.0596,-7.239,0.058,162.798,0.5,9,1,0,61,"indie_pop, indie_rock, pov:_indie",2016
1YDusPefmnJBkm9Kjn7dqY,Car Seat Headrest,(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem),0.334,0.436,0.452,0.000843,0.0867,-7.702,0.0257,106.07,0.401,2,1,0,61,"indie_pop, indie_rock, pov:_indie",2016
2pA4ip3VIEVcIa3qE02oAX,BØRNS,"10,000 Emerald Pools",0.00694,0.568,0.578,0.000353,0.099,-5.589,0.0404,139.951,0.555,6,1,66,68,"indie_poptimism, indietronica, modern_alternative_rock, modern_rock, pov:_indie",2015
4nfzR9hs4NjOaEXpU7Zv1v,Lucius,Wildewoman,0.00265,0.521,0.753,0.000833,0.126,-7.197,0.0423,126.957,0.608,9,1,0,57,"indie_folk, indie_pop, new_americana",2014
20nWVcL69RbD6xF1mafrHO,Maximum Balloon,Let It Grow,0.197,0.524,0.521,0.0372,0.106,-7.569,0.0252,140.038,0.449,11,1,32,19,unknown,2015
5aCdWcN7QpY8Q6PECvcJYK,Superdrag,I'm Expanding My Mind,0.00847,0.587,0.697,3.91e-05,0.27,-8.0,0.0271,106.433,0.487,1,0,23,31,"alternative_pop, jangle_pop, knoxville_indie, power_pop",1998
3zobfMEipF81bJfPVp1h09,The Arcs,Stay In My Corner,0.0409,0.437,0.689,0.00824,0.147,-6.003,0.0343,143.451,0.467,11,0,50,51,"double_drumming, garage_rock, modern_blues_rock",2015
0X6jqU17CzbUia9LuNfT33,Caveman,A Country's King Of Dreams,0.0133,0.511,0.735,0.788,0.106,-6.502,0.0313,90.426,0.679,8,0,0,27,brooklyn_indie,2011
4bhTJfVPynHxot7dlVNgq7,Nathaniel Rateliff & The Night Sweats,I Need Never Get Old,0.00203,0.614,0.744,0.0797,0.0664,-5.647,0.0407,135.093,0.766,7,1,0,61,"indie_folk, modern_blues_rock, new_americana, stomp_and_holler",2015
4XTuSMs47SIg35KxhNIUGe,Fleet Foxes,White Winter Hymnal,0.437,0.629,0.534,3.33e-06,0.328,-9.054,0.0267,124.964,0.649,6,0,60,65,"chamber_pop, folk, indie_rock, indietronica, modern_rock, seattle_indie, singer-songwriter, stomp_and_holler",2008
3RVupqMb1zXl8FNG9TlWBZ,Fleet Foxes,Mykonos,0.417,0.391,0.45,0.000335,0.14,-9.251,0.0306,121.946,0.344,11,1,0,65,"chamber_pop, folk, indie_rock, indietronica, modern_rock, seattle_indie, singer-songwriter, stomp_and_holler",2008
1b8Zlu3aMVxEbyeospYPrK,Fleet Foxes,Helplessness Blues,0.0849,0.325,0.46,3.6e-06,0.103,-7.226,0.0335,124.864,0.206,8,1,45,65,"chamber_pop, folk, indie_rock, indietronica, modern_rock, seattle_indie, singer-songwriter, stomp_and_holler",2011
4wKrMeRoVaP1CVIBd080YK,Fleet Foxes,Ragged Wood,0.0995,0.362,0.658,0.0102,0.0602,-5.929,0.0292,104.21,0.155,4,1,46,65,"chamber_pop, folk, indie_rock, indietronica, modern_rock, seattle_indie, singer-songwriter, stomp_and_holler",2008
6wLtQqYpizaEYrWV1WBxP5,Fleet Foxes,Montezuma,0.841,0.243,0.318,0.0211,0.101,-9.108,0.0303,98.869,0.0936,0,1,43,65,"chamber_pop, folk, indie_rock, indietronica, modern_rock, seattle_indie, singer-songwriter, stomp_and_holler",2011
3ZpiT9OFY8BawTHDTi1Pfz,Counting Crows,Big Yellow Taxi,0.00253,0.63,0.88,0.0,0.209,-4.313,0.0598,88.042,0.835,1,1,0,69,"neo_mellow, pop_rock, post-grunge, rock",2002
5oUV6yWdDM0R9Q2CizRhIt,The Shins,New Slang,0.605,0.669,0.389,0.16,0.0905,-11.547,0.0306,130.015,0.649,0,1,0,63,"albuquerque_indie, alternative_rock, canadian_indie, chamber_pop, indie_pop, indie_rock, modern_rock, portland_indie, seattle_indie, stomp_and_holler",2001
1yMpbmFpPC4Y8qMjtalnXf,The Shins,Caring Is Creepy,0.0232,0.413,0.707,2.84e-06,0.293,-8.65,0.0375,94.614,0.494,2,1,0,63,"albuquerque_indie, alternative_rock, canadian_indie, chamber_pop, indie_pop, indie_rock, modern_rock, portland_indie, seattle_indie, stomp_and_holler",2001
3G3EvGRQUgyhn5icKOiiFP,Spoon,The Underdog,0.0456,0.677,0.638,0.00166,0.688,-6.482,0.0326,145.114,0.9,7,1,40,59,"alternative_rock, austindie, indie_rock, modern_rock",2007
5uIeRAC9O1ZXPQEEqpPVLL,Spoon,I Turn My Camera On,0.0196,0.92,0.364,0.000298,0.11,-9.371,0.0381,100.171,0.777,10,1,0,59,"alternative_rock, austindie, indie_rock, modern_rock",2005
7jOXGeS0v0rdFssNy7Mxkn,The Head and the Heart,Lost In My Mind,0.41,0.368,0.556,9.47e-05,0.283,-7.932,0.0306,95.347,0.365,2,1,0,63,"folk-pop, seattle_indie, stomp_and_holler",2010
1t2tKmSYA61IA7scT1yoIn,The Head and the Heart,Rivers And Roads,0.708,0.476,0.207,0.000154,0.0821,-8.814,0.0342,136.508,0.162,0,1,0,63,"folk-pop, seattle_indie, stomp_and_holler",2010
1rP0i0H2YuOFBpQ9WUZY4U,The Head and the Heart,Shake,0.465,0.478,0.787,0.759,0.13,-8.004,0.0351,111.091,0.416,4,1,0,63,"folk-pop, seattle_indie, stomp_and_holler",2013
7aliOjqVEBd3ZZ8NMkuifd,Florence + The Machine,Shake It Out,0.0104,0.52,0.791,0.0,0.106,-4.247,0.0378,107.487,0.19,10,1,0,77,"baroque_pop, modern_rock, uk_alternative_pop",2011
5JtPGzRgrWxkXX9LoROq3d,Phoenix,1901,0.0564,0.604,0.825,5.8e-05,0.192,-5.373,0.0429,144.085,0.707,0,1,0,66,"alternative_dance, indie_rock, modern_rock, new_rave, rock_independant_francais",2009
2ZWlPOoWh0626oTaHrnl2a,Frank Ocean,Ivy,0.785,0.575,0.386,0.000289,0.229,-9.584,0.037,116.408,0.466,9,0,82,85,"lgbtq+_hip_hop, neo_soul",2016
3CHJFleuQ0dwzc2tzKmTYj,Mr Twin Sister,Meet the Frownies,0.274,0.663,0.444,0.659,0.388,-11.214,0.0338,122.974,0.2,11,0,0,41,"art_pop, chillwave",2011
2gpXr6VhxE7nA4TQ4ZgVd1,Mr Twin Sister,I Want a House,0.239,0.71,0.441,0.54,0.386,-11.331,0.0558,161.942,0.307,2,1,26,41,"art_pop, chillwave",2010
4eC0UAMztwMLXAU4MV1mUF,Flume,"My Boo (feat. Vince Staples, Kučka, Ngaiire & Vera Blue) [Triple J Like A Version]",0.286,0.648,0.668,0.0,0.0787,-4.994,0.191,128.851,0.205,9,1,0,72,"australian_dance, australian_electropop, australian_indie, downtempo, edm, indietronica",2016
66A20vw98rh2yQM5P5EoIF,Chromatics,Cherry,0.0338,0.656,0.784,0.233,0.175,-6.389,0.0354,108.245,0.802,7,0,0,54,"alternative_dance, art_pop, dream_pop, electronica, indietronica, modern_dream_pop, neo-synthpop",2015
01iH3JPmssBG2T1EEvy9sc,Eau Claire Memorial Jazz I,Lump Sum,0.904,0.326,0.422,0.766,0.686,-15.205,0.0474,133.621,0.265,6,0,0,25,eau_claire_indie,2009
1fykfmE8ZJTHcf47P79PC1,Weekend Affair,"Duel, pt. 2",0.114,0.829,0.767,0.0298,0.112,-7.774,0.0662,117.017,0.513,6,1,17,36,french_indietronica,2016
1gaTe8Y5HsFgSyZUqpTnAW,Weekend Affair,Sécheresse,0.171,0.836,0.681,0.637,0.369,-11.122,0.183,90.009,0.75,5,0,2,36,french_indietronica,2016
6Ufozq5EBE3rInGRyywlfr,Weekend Affair,"Duel, pt. 1",0.218,0.779,0.782,0.31,0.463,-7.648,0.0711,105.012,0.524,6,1,23,36,french_indietronica,2016
3wOeFpaSQUi1wDeiecDUod,Weekend Affair,I Walk Alone,0.0393,0.691,0.774,0.00158,0.0621,-6.145,0.0402,123.024,0.623,10,0,9,36,french_indietronica,2015
3WLS3HQcz3t3d5GLPDZkcZ,Weekend Affair,Try Again,0.00241,0.732,0.758,0.0944,0.0312,-6.035,0.0477,92.992,0.88,2,1,4,36,french_indietronica,2015
6vRp1EGkh1SE7uGNhbqVjT,Jack Garratt,Surprise Yourself,0.25,0.425,0.435,0.00136,0.138,-12.093,0.0751,158.473,0.0877,8,1,0,47,uk_alternative_pop,2016
58TvuKjnOZK7mZp680GnqH,The Beach Boys,God Only Knows - Mono,0.533,0.508,0.387,7.26e-05,0.0934,-10.764,0.0326,116.754,0.348,6,0,32,73,"baroque_pop, classic_rock, folk_rock, mellow_gold, psychedelic_rock, rock, sunshine_pop",1966
3kpRgTtMnArQ5Gay0JxElf,Timber Timbre,Hot Dreams,0.391,0.55,0.373,0.0551,0.0935,-8.772,0.0314,121.941,0.33,9,1,42,46,"chamber_pop, new_weird_america, toronto_indie",2014
3m660poUr1chesgkkjQM7P,Demi Lovato,Sorry Not Sorry,0.0214,0.704,0.633,0.0,0.29,-6.923,0.241,144.021,0.863,11,0,0,79,"pop, post-teen_pop",2017
7F9vK8hNFMml4GtHsaXui6,Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),0.207,0.683,0.53,0.0,0.394,-4.918,0.142,75.016,0.645,5,0,69,70,pop,2017
5Z3GHaZ6ec9bsiI5BenrbY,Khalid,Young Dumb & Broke,0.199,0.799,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,0.394,1,1,81,86,"pop, pop_r&b",2017
0Qh38w01QRXK6KHIv0e3hb,P!nk,What About Us,0.0281,0.491,0.588,2.01e-06,0.0906,-6.177,0.0506,113.608,0.193,1,1,77,83,"dance_pop, pop",2017
0CokSRCu5hZgPxcZBaEzVE,Macklemore,Glorious (feat. Skylar Grey),0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,0.356,0,0,77,79,"pop_rap, seattle_hip_hop",2017
5tz69p7tJuGPeMGwNTxYuV,Logic,1-800-273-8255,0.569,0.62,0.574,0.0,0.19,-7.788,0.0479,100.023,0.357,5,0,77,78,"conscious_hip_hop, dmv_rap, hip_hop, pop_rap, rap",2017
6EpRaXYhGOB3fj4V2uDkMJ,Liam Payne,Strip That Down,0.246,0.869,0.485,0.0,0.0765,-5.595,0.0545,106.028,0.527,6,1,0,64,pop,2017
53mrVsi49rLHIaKBiSvElG,blackbear,do re mi (feat. Gucci Mane),0.007,0.746,0.647,0.0,0.156,-6.388,0.052,112.015,0.196,8,1,0,78,"alt_z, pop",2017
2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Bank Account,0.015,0.884,0.347,7e-06,0.0871,-8.227,0.35,75.016,0.376,8,0,5,91,"atl_hip_hop, hip_hop, rap, trap",2017
0jdny0dhgjUwoIp5GkqEaA,Kesha,Praying,0.489,0.543,0.39,0.0,0.111,-7.202,0.0322,73.415,0.303,10,1,71,77,"dance_pop, pop",2017
7bsnTsbiwOymZWjPF9v6Di,Macklemore,Marmalade (feat. Lil Yachty),0.0098,0.922,0.583,0.0,0.0962,-4.982,0.0753,136.043,0.494,5,1,62,79,"pop_rap, seattle_hip_hop",2017
0XLOf9LhyazPX9Ld8jPiUq,Selena Gomez,Fetish (feat. Gucci Mane),0.0204,0.708,0.61,4.45e-06,0.0641,-4.522,0.0574,123.038,0.305,2,1,0,86,"pop, post-teen_pop",2017
1OAh8uOEOvTDqkKFsKksCi,DJ Khaled,Wild Thoughts,0.0329,0.671,0.672,0.0,0.118,-3.094,0.0688,97.979,0.632,0,0,77,77,"hip_hop, miami_hip_hop, pop_rap, rap",2017
0NiXXAI876aGImAd6rTj8w,Jonas Blue,Mama,0.091,0.739,0.792,0.0,0.0516,-4.256,0.0418,104.016,0.547,11,0,52,76,"pop, pop_dance, uk_dance",2017
7iDa6hUg2VgEL1o1HjmfBn,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),0.047,0.643,0.783,0.0,0.083,-6.458,0.0856,154.084,0.579,10,1,75,83,"dance_pop, pop",2017
2eAZfqOm4EnOF9VvN50Tyc,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),0.617,0.703,0.757,0.0,0.106,-3.612,0.05,82.008,0.696,1,1,80,87,"melodic_rap, philly_rap, rage_rap, rap",2017
5fiXA27viyX9WkPSHNr4HZ,Rachel Platten,Broken Glass,0.156,0.68,0.752,0.0,0.455,-3.513,0.0801,92.008,0.341,1,0,48,63,"post-teen_pop, viral_pop",2017
2Gl0FzuLxflY6nPifJp5Dr,Kygo,First Time,0.197,0.633,0.592,0.0,0.099,-7.245,0.112,90.066,0.679,0,0,66,80,"edm, pop, pop_dance, tropical_house",2017
4Hj5yNHgu2dyrnzRQN7Gld,Aminé,Yellow,0.139,0.869,0.526,0.0,0.119,-5.766,0.111,128.996,0.217,0,1,52,71,"pop_rap, portland_hip_hop, rap, underground_hip_hop",2017
